Words_Title,Chars_Title,Upper_percentage,Lower_percentage
10,51,2,90
3,12,20,80
8,43,3,92
2,10,22,78
2,10,22,78
3,10,0,100
5,25,5,95
6,35,3,97
21,104,2,98
9,50,2,95
3,17,7,80
11,44,9,82
6,31,4,92
5,27,4,91
2,9,12,88
4,21,6,94
1,3,0,0
2,9,12,88
4,17,7,93
3,18,19,81
1,9,11,89
4,18,7,93
8,36,3,86
6,36,3,90
3,12,80,0
3,14,8,83
5,20,6,94
2,16,7,87
4,24,5,95
5,19,0,80
6,28,4,91
4,19,6,94
9,45,3,95
2,10,22,78
6,26,0,100
1,9,11,89
5,22,6,94
11,49,5,85
7,33,4,93
2,9,12,88
4,16,8,92
2,9,12,88
9,44,8,75
10,46,5,84
10,41,6,91
13,68,5,89
6,38,3,91
3,19,6,88
2,10,22,78
4,17,7,86
5,22,0,100
3,14,8,83
6,32,0,85
3,18,6,94
3,15,8,85
2,10,22,78
8,33,4,88
5,25,14,86
9,51,5,93
3,19,6,94
11,51,5,83
1,5,20,80
7,45,5,90
2,12,0,100
1,5,20,80
2,20,11,89
11,50,5,85
10,40,6,94
5,27,22,74
7,34,4,93
13,58,4,87
5,31,4,89
16,77,3,92
3,15,8,92
2,11,10,80
2,9,25,75
5,26,5,91
5,30,4,96
4,20,6,94
3,20,6,94
2,10,11,78
10,51,2,86
4,20,6,88
2,10,11,89
3,15,23,77
4,20,18,71
2,19,11,61
16,72,2,93
11,59,2,96
4,18,13,87
6,27,5,95
3,16,7,93
8,35,4,96
12,52,2,88
11,44,3,88
2,12,18,82
10,48,5,92
2,7,17,83
5,34,87,0
9,53,2,96
2,14,8,92
2,12,18,73
3,18,6,75
2,10,22,78
8,45,3,92
13,62,2,98
14,67,6,85
2,19,6,89
4,20,6,94
2,10,44,44
5,23,5,95
4,20,6,94
11,52,2,90
1,7,100,0
11,55,11,80
11,58,8,79
11,61,4,84
4,20,6,76
10,50,5,85
2,12,18,82
16,82,3,93
3,15,8,92
10,45,3,97
4,22,0,100
4,23,5,90
2,13,8,92
1,2,50,0
3,12,30,70
2,10,11,89
3,13,9,91
1,6,17,67
12,51,2,90
1,2,50,50
2,10,11,89
2,12,9,91
3,15,8,69
2,12,18,82
7,46,2,88
2,11,10,90
9,38,10,73
2,9,12,75
2,9,25,75
14,70,2,91
2,16,7,73
6,34,3,90
2,11,20,80
2,10,22,78
2,10,11,78
3,10,12,75
5,23,11,89
10,46,0,100
3,16,79,0
11,52,2,98
3,21,5,89
8,40,6,82
3,16,7,93
4,28,4,96
1,9,11,89
4,20,6,82
7,44,3,84
19,89,3,97
2,6,0,100
5,21,6,94
2,13,8,83
10,55,4,85
7,43,3,95
4,17,7,86
5,31,4,93
2,8,14,86
3,16,7,93
10,53,39,50
15,63,2,92
7,32,0,96
2,11,10,90
1,5,20,80
5,25,5,76
4,24,5,90
9,48,2,98
3,17,7,93
7,29,0,100
2,7,0,100
2,16,7,87
15,78,2,95
11,49,3,97
6,29,0,96
7,34,4,96
2,14,8,85
4,18,7,93
15,66,2,92
7,28,5,91
3,17,7,93
2,10,22,78
4,15,8,92
3,18,6,94
4,16,62,31
6,37,3,94
10,64,4,87
3,25,4,96
7,35,21,68
2,10,22,78
13,57,2,89
13,66,4,94
1,7,14,86
3,10,12,75
3,16,7,86
2,18,6,94
2,10,22,78
6,29,4,96
3,18,0,100
2,8,29,71
3,14,8,92
10,50,5,85
1,7,14,71
4,22,5,95
9,46,3,84
2,13,17,83
9,53,2,98
5,19,13,73
2,9,12,88
1,3,33,67
6,28,26,74
4,25,14,77
2,11,10,90
2,10,22,78
3,15,23,77
2,6,20,60
4,24,5,95
3,13,9,82
4,19,6,94
10,51,12,83
6,37,6,91
4,26,4,87
11,49,3,90
20,93,1,97
3,21,5,89
1,4,25,75
4,22,5,95
9,34,54,38
9,54,2,96
2,10,11,78
4,21,6,94
11,43,3,88
4,24,5,95
1,8,12,75
2,10,11,89
3,16,7,93
6,30,4,96
2,10,22,78
5,24,5,95
3,16,0,100
7,38,0,91
3,10,12,88
10,44,6,77
5,27,4,91
2,10,22,78
4,21,17,83
2,13,8,92
2,10,0,89
2,8,14,86
5,23,0,79
14,57,5,93
12,68,2,95
3,15,8,92
3,16,7,93
4,15,8,92
3,16,14,86
6,28,4,96
4,19,6,94
12,48,3,92
3,19,94,0
7,27,5,95
3,15,8,92
1,6,17,67
4,14,0,64
4,22,5,79
7,35,3,90
6,39,3,97
2,10,11,89
6,40,0,89
3,19,12,82
12,60,2,98
9,51,0,100
5,23,5,89
7,28,5,86
7,36,3,93
3,16,7,93
7,37,52,39
3,18,6,94
3,15,8,92
14,66,2,89
8,53,2,96
6,28,4,83
6,34,3,97
10,50,5,85
1,4,25,75
5,23,5,89
4,23,5,90
5,29,100,0
4,25,0,90
6,26,5,90
5,28,8,92
3,16,7,86
1,9,11,89
5,28,4,96
9,41,3,97
7,32,15,85
9,45,0,73
2,10,22,78
1,10,10,80
6,27,9,73
1,2,0,0
2,11,10,90
12,55,5,86
2,10,11,89
11,51,2,83
1,4,25,75
8,43,3,97
3,16,36,57
7,29,4,96
6,28,4,91
5,28,4,92
5,28,4,96
4,24,10,86
2,10,11,89
2,10,22,78
9,54,4,78
2,10,22,78
2,9,25,50
2,9,12,88
4,23,10,85
6,30,4,84
1,7,14,86
3,11,11,89
11,66,2,93
2,10,22,78
2,15,7,86
9,44,3,94
16,87,1,97
3,18,6,94
2,12,9,91
14,80,1,99
8,35,0,100
6,28,0,100
4,21,39,61
1,4,25,75
4,15,0,100
3,9,14,86
3,17,7,93
2,10,22,78
2,8,29,71
10,55,4,85
5,35,3,97
13,61,4,84
11,53,2,91
4,15,8,83
4,18,7,93
6,33,93,0
8,34,0,100
1,5,20,80
2,11,10,80
2,10,22,78
6,28,4,96
2,11,20,80
2,10,22,78
2,14,8,92
2,11,20,80
2,9,12,88
7,35,0,100
1,4,25,50
4,19,6,94
5,25,5,90
2,8,14,71
1,5,20,80
5,25,5,95
5,21,6,94
2,10,22,78
3,15,8,92
8,36,7,72
2,12,9,91
3,21,5,89
3,17,20,73
11,50,5,82
2,10,11,78
5,30,19,73
4,18,7,87
2,10,22,78
2,10,22,78
2,10,11,78
7,31,12,80
2,18,12,88
6,28,35,61
2,10,22,78
2,8,29,71
2,10,22,78
5,21,0,94
15,76,3,95
4,24,5,86
1,5,20,60
2,18,12,88
2,10,22,78
3,13,0,100
4,20,6,94
2,9,12,88
2,10,22,78
2,11,20,80
2,10,22,78
3,18,6,75
2,10,22,78
1,5,20,80
10,44,3,86
1,4,25,75
3,12,10,90
1,5,20,80
2,11,10,90
3,20,17,83
7,37,3,94
5,24,25,75
4,24,5,90
7,41,0,100
7,33,7,93
2,9,12,88
