6,31,4,85
11,51,0,85
2,7,17,67
6,32,4,96
8,37,3,93
3,17,20,73
4,23,20,75
6,26,5,95
1,5,20,60
13,57,4,89
3,18,0,100
3,13,9,73
8,45,0,95
5,23,5,89
4,24,5,95
2,12,9,82
5,20,19,81
7,34,4,93
4,30,4,93
3,13,9,91
13,73,2,92
1,11,0,100
4,21,6,94
10,57,4,88
2,11,10,90
11,51,5,83
5,30,15,85
4,26,4,96
1,5,20,80
2,7,33,67
7,41,6,89
4,20,6,94
4,24,5,90
2,13,8,92
4,18,13,87
2,10,22,78
2,16,93,0
2,11,10,90
1,5,20,80
2,10,11,89
9,44,6,89
13,55,2,91
2,16,0,100
7,46,2,98
2,10,22,78
1,4,25,75
7,35,3,97
3,14,8,92
2,10,22,78
2,10,22,78
2,10,22,78
2,10,22,78
2,13,8,92
2,10,22,78
2,10,11,78
2,10,22,78
2,10,22,78
2,10,22,78
2,10,22,78
2,14,8,85
1,7,14,86
2,10,22,78
2,12,9,82
2,12,9,91
2,10,22,78
2,13,8,92
3,18,12,75
2,10,22,78
2,10,22,78
3,19,6,88
16,78,0,98
2,10,22,78
9,53,24,67
3,19,18,82
4,18,7,93
2,13,8,75
7,32,4,96
4,22,21,79
2,12,9,91
4,21,6,83
1,4,0,100
2,11,10,90
1,5,20,80
9,46,3,92
2,10,22,78
2,10,22,78
2,10,22,78
2,10,22,78
11,58,2,98
1,3,33,67
2,15,7,93
7,38,25,75
6,36,3,94
6,34,17,76
2,18,12,88
13,82,4,94
2,10,11,89
6,33,4,96
10,57,2,98
2,15,7,93
2,10,11,89
3,18,19,81
4,24,5,95
11,49,3,90
6,29,4,92
2,10,0,100
8,42,3,97
3,12,20,80
2,11,10,90
2,15,14,86
2,9,12,75
11,56,2,91
1,9,0,89
4,27,4,96
2,17,100,0
8,31,4,92
2,10,22,78
1,4,25,75
2,10,22,78
2,10,22,78
2,10,22,78
2,10,22,78
1,4,25,75
2,10,22,78
6,28,4,96
1,7,0,100
2,11,10,80
2,10,22,78
5,27,4,83
1,4,25,75
2,10,22,78
4,25,5,82
4,18,7,93
14,84,3,91
2,14,15,85
2,11,20,70
