Words_Title,Chars_Title,Upper_percentage,Lower_percentage
8,41,6,94
9,59,18,76
3,15,92,0
6,39,6,76
17,102,3,92
9,46,11,84
7,42,3,92
8,44,11,89
2,16,13,80
2,21,15,75
6,41,0,100
7,34,4,93
14,81,91,0
7,33,4,96
5,33,3,97
5,33,14,86
5,32,4,93
4,16,8,92
4,13,50,40
2,10,11,89
8,49,2,90
3,23,5,95
10,59,8,82
5,29,96,0
7,41,17,77
3,23,5,90
4,16,8,92
2,12,9,91
3,16,14,86
11,67,2,98
11,57,2,91
6,25,5,85
3,29,7,93
2,13,17,83
4,17,7,86
8,50,5,88
9,49,5,90
10,42,6,82
2,16,7,73
6,34,3,86
3,17,13,87
3,11,11,78
2,8,29,71
2,10,0,100
4,18,13,87
5,33,3,93
2,10,11,89
7,43,11,84
4,39,3,92
6,27,9,91
3,18,6,88
7,36,13,83
2,9,12,88
4,25,5,95
2,10,11,89
6,30,4,96
3,10,12,75
5,23,5,89
2,18,12,88
2,15,21,79
4,19,6,88
4,16,8,92
5,31,4,93
8,46,3,82
1,5,20,80
3,15,8,92
2,9,12,88
5,27,13,87
3,27,4,92
2,10,11,89
5,28,8,75
4,27,4,79
2,8,0,100
4,27,4,92
2,15,0,100
1,5,20,80
2,8,29,71
1,5,20,80
3,20,6,94
2,10,11,89
2,10,11,89
5,20,6,88
1,5,100,0
5,37,3,91
2,11,0,100
5,30,8,92
2,12,9,91
4,24,10,81
6,35,0,97
2,9,25,75
2,10,22,78
9,52,2,95
8,40,3,85
2,8,29,71
2,12,18,82
2,17,6,94
2,8,29,71
5,31,4,93
2,8,29,71
3,15,8,85
5,38,6,94
7,34,4,96
7,44,5,92
13,73,3,79
3,16,0,93
16,102,6,83
2,8,29,71
16,72,2,93
10,58,4,94
2,8,29,71
2,8,29,71
10,63,2,91
11,57,2,91
2,8,14,86
2,10,22,78
14,75,2,94
2,11,20,80
5,26,5,91
2,8,29,71
1,10,10,90
2,8,29,71
1,3,0,100
2,15,7,93
6,31,4,92
2,19,11,89
1,7,14,86
4,22,16,84
12,59,0,100
3,23,14,86
13,56,2,86
2,11,20,80
2,10,11,78
14,93,3,90
1,10,10,90
6,30,8,92
14,74,3,87
10,63,6,85
3,11,11,89
6,31,4,92
10,52,5,84
1,12,8,92
10,47,3,92
2,13,17,83
2,10,22,78
1,5,20,80
2,8,29,71
2,10,22,78
10,46,3,86
16,74,5,88
5,24,5,80
2,10,22,78
8,46,13,67
2,11,20,80
2,8,29,71
5,34,3,87
3,14,8,92
2,11,20,80
5,29,8,84
2,18,6,94
4,23,5,95
10,46,3,86
11,53,2,91
3,17,7,80
10,45,3,97
1,11,9,91
4,20,0,100
2,13,17,83
13,70,2,91
10,42,3,85
3,15,8,85
8,35,4,96
2,10,22,78
4,22,16,84
14,71,2,95
3,17,0,100
2,12,9,91
2,10,22,78
2,11,20,80
5,25,0,95
10,53,7,82
6,33,4,82
3,15,8,92
2,12,18,82
4,21,6,89
2,17,6,88
10,72,3,90
8,43,19,78
10,66,9,88
10,47,3,87
2,10,22,78
12,56,2,98
8,64,5,89
6,25,5,95
2,8,29,71
5,46,2,93
2,24,4,91
4,22,5,84
8,44,5,89
6,44,3,92
5,30,4,96
3,19,6,82
3,21,5,95
1,4,25,75
6,43,16,82
20,126,3,92
12,64,2,92
15,92,0,94
4,32,97,0
2,8,29,71
2,10,22,78
16,84,1,99
11,57,2,91
7,33,7,85
2,16,7,93
10,48,8,82
4,23,5,85
8,41,0,100
11,50,2,90
11,50,2,90
9,62,6,85
11,73,3,90
2,15,14,86
6,43,3,92
2,9,25,75
5,22,6,89
2,10,22,78
8,35,4,93
9,52,2,98
11,61,6,90
10,61,4,88
8,44,3,92
3,13,9,82
2,9,12,88
2,11,20,80
3,16,21,79
2,9,25,75
8,49,5,93
3,17,7,93
7,38,9,91
4,17,7,86
2,8,29,71
4,23,5,80
17,81,2,94
4,21,6,72
11,46,3,89
10,37,4,93
14,92,0,100
4,32,3,83
9,37,7,93
6,45,12,88
7,43,3,95
2,10,22,78
10,57,2,98
2,10,11,78
5,25,29,52
2,10,22,78
2,11,20,80
9,48,0,98
10,43,6,82
11,67,4,89
2,16,13,87
2,16,7,87
7,36,13,83
2,8,14,86
9,44,0,100
10,70,3,90
2,11,20,80
2,11,20,80
8,35,7,86
5,20,0,94
2,10,22,78
5,24,5,90
5,31,4,96
1,10,10,80
6,39,6,91
3,11,11,89
2,10,22,78
3,27,12,80
6,27,9,86
2,9,25,75
2,9,25,75
3,12,10,90
2,11,20,80
16,76,3,90
2,11,20,80
2,10,22,78
2,10,22,78
2,10,22,78
4,27,12,75
3,23,5,90
17,103,1,92
2,10,22,78
2,11,20,80
2,10,22,78
3,16,14,86
2,14,15,85
2,11,20,80
8,46,10,74
2,10,22,78
11,76,3,92
10,50,2,95
2,31,53,43
6,24,5,89
7,47,2,93
9,54,4,85
9,53,9,89
6,30,4,96
4,24,19,81
2,7,17,67
9,41,6,73
2,10,22,78
8,45,3,95
5,25,5,95
8,43,6,78
2,10,22,78
2,13,0,100
2,11,20,80
2,11,20,80
2,9,0,100
1,10,10,90
2,11,20,80
2,10,22,78
2,11,20,80
5,38,3,94
2,11,20,80
2,14,15,85
11,54,2,98
11,48,8,92
2,10,22,78
2,18,12,88
6,39,3,94
9,54,4,91
3,18,6,94
1,10,10,90
2,10,22,78
2,11,20,80
2,14,8,92
2,11,20,80
3,16,7,93
4,23,5,90
14,60,2,91
4,23,89,0
3,17,100,0
2,10,22,78
11,50,2,85
2,10,22,78
2,10,22,78
9,55,6,91
2,16,13,87
2,9,25,75
4,17,29,64
3,16,21,79
1,9,11,89
4,22,11,84
9,60,6,85
6,27,5,91
2,8,100,0
9,67,2,97
2,9,25,75
4,25,5,68
6,33,7,93
16,92,3,96
2,10,22,78
2,10,22,78
1,11,9,91
2,11,20,80
2,9,12,75
10,47,8,82
7,36,3,93
9,62,4,87
20,118,1,98
3,10,12,88
2,11,20,80
2,8,29,71
2,13,17,83
5,19,7,93
2,10,22,78
2,11,20,80
4,22,16,84
7,28,9,91
3,23,5,95
2,11,10,90
3,22,5,95
2,11,20,80
5,23,5,95
6,28,4,96
10,45,6,81
13,83,1,97
10,57,2,98
2,11,10,70
22,126,2,94
6,28,4,91
1,6,100,0
1,10,10,90
6,22,6,88
6,38,3,85
2,10,22,78
12,65,7,87
12,62,2,88
6,48,7,88
3,11,11,89
4,24,19,71
3,11,33,67
2,8,14,86
2,8,14,71
3,16,7,71
13,73,2,92
9,52,2,86
2,10,22,78
2,10,22,78
2,10,22,78
2,10,22,78
4,26,4,91
2,11,20,80
20,95,15,83
2,10,22,78
2,10,22,78
3,15,8,92
2,8,29,71
2,10,22,78
9,47,13,79
3,24,100,0
8,38,26,71
3,20,0,94
9,42,3,94
2,11,20,80
2,10,22,78
6,36,6,94
2,10,22,78
8,54,2,98
2,11,20,80
6,25,5,90
1,7,14,71
6,29,17,83
3,21,5,95
7,36,10,83
7,35,11,86
12,58,2,98
2,10,22,78
2,10,22,78
3,13,9,82
6,28,9,91
7,38,3,94
10,61,4,88
11,71,2,93
2,8,29,71
8,57,4,96
2,10,22,78
2,10,22,78
11,55,2,91
3,25,13,78
4,22,5,89
2,9,100,0
2,10,22,78
2,9,25,75
3,11,11,78
6,26,24,57
3,15,8,77
1,10,10,90
1,8,88,0
2,10,22,78
2,10,22,78
2,11,20,80
2,10,22,78
4,26,4,78
8,48,7,90
4,28,12,88
20,89,10,87
12,58,2,96
2,10,22,78
5,25,14,81
2,10,11,89
4,19,6,94
2,8,29,71
4,18,7,87
2,9,25,75
6,39,15,85
11,50,10,82
2,10,22,78
2,11,20,80
5,34,0,97
9,40,3,91
2,10,22,78
5,32,7,86
5,33,0,97
3,26,4,92
7,33,7,93
4,29,31,46
11,66,4,95
10,62,4,89
3,12,10,80
2,10,22,78
2,10,22,78
2,10,22,78
1,4,25,50
2,10,22,78
2,10,22,78
2,10,22,78
2,11,20,80
2,14,15,77
2,10,22,78
