Words_Title,Chars_Title,Upper_percentage,Lower_percentage
6,31,4,88
2,11,10,90
3,18,12,88
17,74,2,95
2,14,15,85
2,21,5,95
5,24,5,95
4,21,6,94
1,4,0,100
2,21,5,95
1,6,17,83
6,44,5,90
1,9,11,89
2,10,22,78
2,10,22,78
10,63,6,93
4,22,11,89
7,48,2,95
5,30,12,81
5,23,5,95
7,35,7,93
1,8,12,75
2,10,11,89
2,10,22,78
6,36,6,90
5,32,18,82
7,40,3,97
1,6,17,67
6,42,5,95
7,46,5,95
6,28,4,91
5,22,0,88
1,7,14,86
4,31,25,71
2,7,33,67
6,25,10,85
7,45,8,82
1,5,20,80
3,24,5,95
4,19,6,88
3,13,9,82
2,10,22,78
2,19,11,83
10,61,2,96
1,9,11,89
2,15,7,79
4,23,5,95
4,23,5,90
9,35,4,89
11,60,4,96
4,26,4,96
1,1,0,0
2,7,17,83
2,8,14,71
4,45,5,90
3,13,9,91
8,39,3,94
2,11,20,80
2,10,22,78
2,14,8,92
2,10,11,89
2,8,14,71
2,7,0,100
2,10,22,78
3,12,30,70
4,24,5,90
3,30,4,93
2,15,7,86
11,58,6,85
8,60,2,98
2,12,18,73
7,39,9,91
3,19,6,88
2,9,12,88
13,75,2,97
5,29,4,96
2,10,22,78
2,12,0,100
4,21,33,61
5,34,17,80
2,10,22,78
7,36,3,93
1,7,14,86
6,36,3,97
2,17,12,88
5,24,5,95
2,7,17,83
7,39,3,85
2,10,22,78
5,28,4,96
3,18,6,94
4,25,5,82
2,10,22,78
2,10,22,78
3,17,13,73
19,100,2,93
2,10,22,78
1,7,14,86
10,51,17,71
1,7,14,86
16,74,5,95
2,10,22,78
2,12,9,82
5,34,7,87
2,7,17,83
5,29,12,88
2,10,22,78
2,10,11,78
7,38,3,88
2,10,22,78
3,17,7,93
6,34,21,79
2,10,22,78
2,9,12,88
2,10,22,78
2,11,20,80
2,9,12,88
2,15,7,86
2,9,12,88
5,20,12,88
2,14,8,85
2,10,22,78
2,8,14,71
2,10,22,78
3,14,8,92
3,11,0,100
9,44,3,92
2,10,22,78
8,40,3,91
2,10,22,78
4,20,12,88
2,10,22,78
4,14,9,82
12,60,0,100
2,10,11,89
2,10,22,78
6,35,10,90
2,10,22,78
2,10,22,78
2,8,14,71
1,7,14,86
3,11,11,78
7,42,0,97
2,9,0,100
3,30,4,93
7,47,2,95
6,32,4,93
5,22,6,94
2,10,22,78
2,15,14,86
2,9,12,88
3,19,6,94
7,46,5,92
2,7,33,67
3,18,12,88
5,28,4,79
4,23,0,90
14,60,4,87
2,8,14,86
4,19,6,94
3,14,8,83
2,7,17,83
1,5,20,60
2,10,22,78
3,19,6,88
2,10,22,78
6,40,17,77
2,10,22,78
3,11,11,89
8,36,3,93
11,57,43,55
4,23,10,75
2,11,10,90
2,16,13,80
2,19,94,0
2,11,20,80
2,8,14,86
3,20,6,89
2,15,7,86
5,27,0,96
2,14,8,92
4,21,6,83
12,59,2,96
3,19,6,94
7,37,16,84
4,23,5,95
1,3,100,0
4,17,7,86
4,32,7,86
1,7,14,86
1,3,100,0
1,10,10,80
14,78,2,97
1,11,9,91
10,67,2,97
3,25,4,91
2,10,22,78
2,11,0,100
2,17,12,88
2,9,0,100
1,8,12,75
5,34,7,87
3,17,20,80
2,13,0,92
18,86,0,96
2,15,0,100
6,23,6,83
5,27,43,52
8,34,4,96
7,48,14,81
3,14,8,83
10,40,97,0
2,7,17,67
2,10,22,78
2,19,11,89
9,50,7,88
6,24,5,89
1,2,0,0
4,19,6,81
5,27,0,100
2,10,22,78
2,10,22,78
2,10,22,78
4,19,12,88
3,20,11,83
1,5,20,80
2,10,22,78
2,13,8,83
2,9,12,88
2,10,22,78
2,10,22,78
2,14,15,85
4,34,65,32
1,10,10,80
2,10,22,78
3,24,5,95
7,39,0,100
1,9,56,0
5,36,9,91
1,10,10,90
1,7,0,86
2,14,8,92
2,9,12,75
2,10,22,78
2,10,22,78
2,10,22,78
1,9,11,89
6,48,5,91
2,10,22,78
2,8,14,86
8,36,3,97
8,45,3,95
1,4,25,75
2,10,11,89
3,12,10,80
9,51,0,98
1,7,14,86
2,10,22,78
1,8,12,75
3,18,12,75
2,10,22,78
2,10,22,78
8,46,21,77
5,33,3,93
1,1,0,0
10,57,4,83
1,8,12,75
8,42,17,83
1,9,11,78
3,13,9,82
