9,43,9,83
5,23,5,95
11,69,15,83
11,51,5,85
7,50,95,0
6,38,3,97
11,53,2,93
4,23,20,75
7,39,21,79
5,21,29,65
14,81,0,100
9,59,4,92
10,46,14,73
2,14,8,85
10,57,6,87
8,55,19,77
2,17,12,88
3,15,8,85
6,40,3,94
7,47,10,88
1,9,11,89
20,96,1,90
11,64,6,91
3,15,15,85
6,30,4,96
2,14,15,85
12,75,5,95
11,54,5,95
5,31,4,96
8,42,3,94
7,30,8,83
3,17,7,93
7,35,7,93
2,13,8,67
24,123,3,93
5,25,24,71
6,34,3,93
3,13,0,91
6,43,5,92
4,21,22,72
2,26,4,92
8,44,3,95
4,26,4,96
7,52,9,87
26,123,2,95
2,11,20,70
9,51,2,88
4,32,3,90
9,43,9,89
8,28,19,67
2,8,100,0
2,11,0,100
15,64,14,80
15,76,6,85
17,92,3,89
6,40,14,74
4,27,4,92
4,19,6,88
13,58,4,87
15,76,2,98
14,81,3,91
5,31,15,70
10,52,2,91
9,43,0,100
13,66,2,94
7,45,3,90
6,39,29,68
9,52,2,95
4,23,5,90
8,36,34,66
1,13,8,77
1,3,33,67
3,19,6,71
2,14,15,69
11,53,5,93
9,57,2,96
3,17,7,93
1,11,9,64
4,29,8,85
16,72,2,91
2,18,6,94
20,110,2,96
2,8,14,86
2,12,18,82
4,25,14,86
9,53,0,93
4,27,8,92
5,26,5,95
6,32,4,93
8,45,3,95
6,36,3,90
4,18,7,93
6,37,3,97
9,58,14,82
2,8,14,86
3,17,7,93
5,33,3,86
6,29,8,92
4,29,8,88
4,37,3,91
7,41,3,91
3,22,15,65
3,19,18,82
5,45,15,83
7,38,3,97
7,32,12,85
6,42,5,92
8,46,100,0
17,86,97,0
10,51,17,74
5,30,8,92
3,16,21,79
4,20,12,76
10,61,15,75
6,38,6,88
6,38,15,82
4,15,8,83
2,11,10,90
2,18,12,76
2,6,20,60
4,20,6,94
6,37,16,84
1,6,17,83
4,30,15,81
3,23,10,81
2,7,17,83
10,50,5,85
6,30,4,92
7,36,3,90
5,32,4,96
10,54,2,89
2,14,8,92
6,29,4,92
11,60,4,90
2,14,8,92
7,38,3,97
5,37,3,91
5,25,24,76
7,36,57,40
2,16,7,93
3,17,7,93
4,27,4,96
9,63,2,96
13,70,3,90
4,29,8,92
5,31,4,96
2,20,5,95
3,28,15,77
5,30,12,88
15,76,3,87
11,63,2,92
12,56,4,91
3,13,9,91
10,60,4,92
6,32,0,100
5,38,12,85
10,48,5,85
9,49,2,95
19,109,2,93
8,42,3,94
16,76,3,89
7,36,3,93
6,31,4,92
2,10,22,78
5,29,12,84
6,29,4,88
3,20,6,89
3,14,8,92
4,20,35,65
9,44,3,94
3,21,5,95
2,18,6,71
2,19,6,94
7,46,8,82
5,32,4,93
15,75,7,87
6,38,12,88
3,20,17,83
2,16,7,87
9,54,4,91
3,17,7,93
3,20,6,83
12,64,4,92
2,10,22,78
4,25,5,91
3,15,23,77
4,26,9,87
2,9,12,88
1,6,17,83
10,66,4,89
3,29,4,93
10,53,5,91
5,33,14,83
4,25,5,86
4,28,0,100
3,13,0,91
4,19,6,88
5,30,8,88
2,14,100,0
2,14,8,92
9,55,4,94
2,17,12,62
9,54,2,98
5,21,12,82
15,91,3,91
6,24,5,95
3,25,4,96
7,43,3,92
7,46,2,98
10,52,5,81
8,41,3,97
10,46,11,86
1,5,20,60
2,12,9,82
10,54,7,82
10,46,3,97
5,29,12,76
5,28,4,96
3,17,7,93
19,89,3,92
4,17,36,64
5,28,4,96
8,55,2,98
11,54,2,93
10,51,2,98
10,59,2,96
5,23,11,79
2,14,15,85
4,28,8,88
5,21,6,88
6,31,4,96
4,33,3,90
16,80,2,97
1,6,17,83
7,42,11,86
5,28,9,78
12,58,6,94
11,49,8,82
1,6,17,67
6,45,2,98
12,62,6,88
2,11,20,80
5,24,5,95
5,25,5,95
15,83,9,87
2,9,12,75
3,21,5,89
6,30,4,92
12,54,2,91
5,28,21,75
4,23,5,95
1,8,12,88
5,29,4,96
6,45,2,98
5,39,3,94
5,25,5,90
2,13,8,83
11,53,0,91
9,48,8,88
7,48,2,93
7,42,0,94
4,16,8,92
5,29,4,92
12,59,6,88
3,15,8,92
2,8,14,71
7,31,4,96
3,13,9,82
3,16,7,79
13,53,5,80
8,43,3,97
5,23,95,0
6,31,4,96
3,15,8,92
3,14,0,100
1,7,86,0
5,28,17,79
7,40,3,94
4,20,6,94
24,118,6,88
4,29,58,31
1,7,14,86
14,98,2,95
11,48,8,82
21,92,4,93
6,31,12,85
8,31,4,92
11,51,5,78
19,103,4,93
4,22,26,68
3,13,9,82
5,33,3,97
6,40,9,74
2,16,7,93
1,8,12,75
7,41,3,97
3,16,93,0
18,100,1,99
9,63,2,96
6,29,21,79
3,16,7,86
3,18,19,75
1,5,0,100
9,42,3,85
6,27,5,95
7,35,3,97
5,32,11,89
2,18,6,94
7,39,3,94
12,54,2,95
3,17,13,87
2,8,14,86
5,30,4,96
2,21,5,90
4,19,25,75
5,29,8,84
3,15,46,46
6,34,3,93
13,75,32,63
5,20,25,69
2,10,22,67
15,74,2,93
2,16,13,87
4,20,12,76
6,47,2,93
2,13,17,83
